OCID,CONTRACT_TITLE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY
175,"Trabajos para el acondicionamiento del derecho de vía Ferroviaria en 27.25 Km en el Estado de Chiapas, del cadenamiento 330+000 al cadenamiento 357+250 de la vía del Ferrocarril del Istmo de Tehuantepec",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,COYATOC CONSTRUCCIONES SA DE CV,2020-04-27,2021-04-22,11930832.12,MXN
176,"Trabajos para el acondicionamiento del derecho de vía ferroviaria en 14.00 Km en el Estado de Campeche, del cadenamiento 692+000 al cadenamiento 706+000 de la vía del Ferrocarril del Istmo de Tehuantepec",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,NEXUMRAIL SA DE CV,2020-04-27,2021-04-22,11934112.37,MXN
177,"Supervisión de los trabajos de rehabilitación y reacondicionamiento de los cuerpos 1,2 y 3 para el campamento de obras del tren maya en Palenque, Chiapas",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,LUIS MARTIN ARENAS GARCIA,2020-04-13,2021-04-23,591826.33,MXN
178,"SERVICIO DE “OFICINA DE GESTIÓN DEL PROYECTO TREN MAYA (OGP)""",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,MEXTYPSA SA DE CV,2020-04-15,2021-04-14,573369189.63,MXN
179,"Rehabilitación y Reacondicionamiento de Los Cuerpos 1, 2 Y 3 para el Campamento de Obras del Tren Maya en Palenque, Chiapas",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,COYATOC CONSTRUCCIONES SA DE CV,2020-04-13,2021-04-23,8262038.79,MXN
180,SUPERVISIÓN TÉCNICA Y VERIFICACIÓN DE CONTROL DE CALIDAD DE LOS TRABAJOS DE CONSTRUCCIÓN DE PLATAFORMA Y VÍA DEL TREN MAYA CORRESPONDIENTE AL TRAMO ESCÁRCEGA-CALKINÍ,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,CAL Y MAYOR Y ASOCIADOS SC,2020-06-16,2022-10-14,295158219.23,MXN
181,SUMINISTRO DE MISCELÁNEOS PROYECTO TREN MAYA ,Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.",ARIANA FLORES TORRES,2020-06-19,2020-07-19,159203,MXN
182,"SERVICIO DE APOYO ADMINISTRATIVO Y OPERATIVO INHERENTES A PLANEACIÓN, PROGRAMACIÓN Y DESARROLLO DE INFRAESTRUCTURA FERROVIARIA EN EL SURESTE MÉXICO, CORRESPONDIENTE AL TREN MAYA",Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.","FONATUR INFRAESTRUCTURA, S.A. DE C.V.",2020-04-01,2020-12-31,219796452.12,MXN
183,Supervisión técnica y verificación de control de calidad de los trabajos de construcción de plataforma y vía del Tren Maya correspondiente al Tramo Palenque-Escárcega,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,"CAPITAL HUMANO ESPECIALIZADO KRA, S.A. DE C.V.",2020-06-02,2022-10-22,258520549.99,MXN
184,"ELABORACIÓN DEL PROYECTO EJECUTIVO, SUMINISTRO DE MATERIALES Y CONSTRUCCIÓN DE PLATAFORMA Y VÍA DEL TREN MAYA CORRESPONDIENTES AL TRAMO CALKINÍ-IZAMAL ",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,"AZVINDI FERROVIARIO, S.A. DE C.V.",2020-05-26,2022-12-31,8787016116.02,MXN
185,SERVICIO DE LIMPIEZA Y MANTENIMIENTO PARA LAS OFICINAS DEL PROYECTO TREN MAYA,Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.",FONATUR INFRAESTRUCTURA SA DE CV,2020-05-16,2021-03-31,4125886.67,MXN
186,SERVICIO DE DISEÑO Y ELABORACIÓN DE CONTENIDOS SOBRE LAS ACCIONES Y AVANCES DEL PROYECTO TREN MAYA PARA SU DIFUSIÓN EN LA REVISTA VIRTUAL DEL FONDO NACIONAL DE FOMENTO AL TURISMO,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,RAVASA DESIGN SA DE CV,2020-06-08,2020-06-30,497600,MXN
187,Estudio de evaluación de percepción e impacto socioeconómico del Tren Maya,Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2020-07-02,2022-06-30,18275862.07,MXN
188,"Estudio técnico de ubicación y caracterización de pasos de vida silvestre necesarios a lo largo de la ruta del Tren Maya, en los tramos: Golfo 2 (Tenabó - Izamal), Golfo 3 (Izamal - Cancún), Caribe 2 (Cancún - Tulum) / Fase 2",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,SERVICIOS ECOLOGICOS Y CIENTIFICOS SA DE CV,2020-06-01,2020-08-24,9818553.9,MXN
189,CONTRATACIÓN TESTIGO SOCIAL,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA DE CONTRATACION PUBLICA DE MEXICO AC,2020-06-22,2020-10-07,386053.65,MXN
190,"ANALISIS REGIONAL DEL SURESTE MESOAMERICANO PROYECTO MARCO DE SALVAMIENTO ARQUEÓLOGICO, FASE DE PROSPECCIÓN Y GESTION DE DATOS PARA EL VISTO BUENO DEL EJE DE TRAZO DEL  PROYECTO TREN MAYA, QUE PASA POR LOS ESTADOS DE CHIAPAS, TABASCO, CAMPECHE, YUCATÁN, QUINTANA ROO",Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.",FONATUR INFRAESTRUCTURA SA DE CV,2020-06-16,2021-12-31,52100758.58,MXN
191,"Estudio técnico de ubicación y caracterización de pasos de vida silvestre necesarios a lo largo de la ruta del Tren Maya, en los tramos: Selva I (Palenque-Escárcega), Golfo 1 (Escárcega-Tenabó) y Selva 2 (Constitución-Límite Estatal Campeche-Quintana Roo)",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,GRUPO ANIMA EFFERUS AC,2020-05-18,2020-12-29,9999461.06,MXN
192,"Anteproyecto Arquitectónico de la Estación del Tren Maya en Izamal, Yucatán",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,ARCA CONSTRUCCIONES SA DE CV,2020-09-17,2020-11-17,1748099.88,MXN
193,COLABORACIÓN TÉCNICA ESPECIALIZADA EN MATERIA DE GEOLOGÍA Y GEOFÍSICA PARA EL PROYECTO EJECUTIVO DEL TREN MAYA,Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,SECRETARIA DE ADMINISTRACION Y FINANZAS,2020-09-01,2020-12-29,15000000,MXN
194,"Ampliación Mejoramiento Vial y Obras Complementarias de la Avenida Zetina Gasca, entre la calle Trasatlántico y la Calle Pedro Joaquín Codwell, Puerto Morelos, Q. Roo",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2020-09-01,2020-12-30,33000000,MXN
195,"ELABORACIÓN DEL PROGRAMA PARCIAL DE DESARROLLO URBANO DEL ÁREA DE INFLUENCIA DEL TRAZO DEL TREN MAYA EN CAMPECHE, CAMPECHE",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,JOVISION CONSULTORES SC,2020-09-01,2021-04-22,1700000,MXN
196,SUPERVISIÓN TECNICA DE LOS PROYECTOS EJECUTIVOS INTEGRALES DELOS TRAMOS I A VII DEL TREN MAYA,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,SENERMEX INGENIERIA Y SISTEMAS SA DE CV,2020-07-14,2022-06-23,269999806.09,MXN
197,"Supervisión Integral para los Trabajos de Ampliación, Mejoramiento Vial y Obras Complementarias de la Avenida Zetina Gasca, entre Calle Trasatlantico y la Calle Pedro Joaquin Codwell, Puerto Morelos, Q.Roo.",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,EMPRESAS QUITO SA DE CV,2020-10-12,2020-12-31,1000987.78,MXN
198,"LEVANTAMIENTO TOPOGRÁFICO DE LA ZONA DE INFLUENCIA DE LA ESTACIÓN  DEL TREN MAYA Y SU CORREDOR LINEAL EN PLAYA DEL CARMEN, QUINTANA ROO",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"INGENIERIA, TOPOGRAFIA Y CONTROL DE CALIDAD SA DE CV",2020-08-21,2020-11-19,641401.7,MXN
199,ASESORÍA ECONÓMICO-FINANCIERA ESPECIALIZADA PROYECTO TREN MAYA,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,PRICEWATERHOUSECOOPERS SC,2020-06-05,2020-12-05,5000000,MXN
200,ADQUISICIÓN DE PRENDAS Y ARTÍCULOS DE VESTIR AL PERSONAL EN FUNCIONES OPERATIVAS Y ADMINISTRATIVAS DEL PROYECTO TREN MAYA,Invitación a cuando menos tres personas,"FONATUR Tren Maya, S.A. de C.V.",DISTRIBUIDORA RUSSHEL SA DE CV,2020-07-29,2020-08-27,683534,MXN
201,CONTRATACION DEL SERVICIO DENOMINADO ASISTENCIA TÉCNICA PARA LLEVAR A CABO EL ANÁLISIS Y PROCESO DE APORTACIÓN DE BIENES INMUEBLES A LOS FIDEICOMISOS DE COMUNIDADES SUSTENTABLES DEL TREN MAYA,Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,TRUST  MANAGEMENT SOURCING S A P I DE CV,2020-09-01,2020-12-29,1857000,MXN
202,SERVICIO DE TESTIGO SOCIAL PARA EL PROCEDIMIENTO DE ADJUDICACIÓN DIRECTA,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA DE INGENIERIA AC,2020-09-28,2020-10-02,372975.84,MXN
203,"PROYECTO INTEGRAL DE OBRA PÚBLICA A PRECIO MIXTO QUE INCLUYE LA ELABORACIÓN DEL PROYECTO EJECUTIVO, SUMINISTRO DE MATERIALES, ADECUACIONES CARRETERAS Y CONSTRUCCIÓN DE PLATAFORMA Y VÍA DEL TREN MAYA CORRESPONDIENTE AL TRAMO IZAMAL – CANCÚN",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ICA CONSTRUCTORA SA DE CV,2020-09-21,2027-12-31,25849460178.2,MXN
204,COORDINACIÓN DE PERSONAL DE APOYO Y LOGISTICA PARA LA FASE DE PROSPECCIÓN Y GESTIÓN DE DATOS DEL PROYECTO ARQUEOLÓGICO U LU'UMUL MAA YA WÍINIKO'OB: UN ANÁLISIS REGIONAL DEL SURESTE MESOAMERICANO,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,"EMARTORNS, S.A. DE C.V.",2020-09-01,2021-08-31,68067487.54,MXN
205,"Adquisición y suministro de 29,472.23 toneladas métricas de riel calibre 115 LBS/YDA dureza intermedia (350 HB) sección RE; (6-5/8” Peralte, 5-1/2” Patín, 5/8” Alma y 2-23/32” Hongo, incluye entongado, descarga y acopiado en sitio base de mantenimiento para el Tramo 5 del Tren Maya",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,SUMITOMO CORPORATION DE MEXICO,2020-12-18,2022-04-30,693239899.61,MXN
206,Servicios de Clasificación de Material Proyecto Tren Maya,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"BORENSITT, S.R.L. DE C.V.",2020-06-05,2020-06-30,500000,MXN
207,arrendamiento de equipo de transporte,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GRUPO MC EXPRESS SA DE CV,2021-01-23,2021-03-23,420000,MXN
208,PUERTAS Y VENTANAS PARA REHABILITACION DE ESTACIONES FERROVIARIAS EN RUTA TREN MAYA ,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",PROYECTOS Y CONSTRUCCIONES HP,2021-01-12,2021-01-14,283311.13,MXN
209,Materiales complementarios,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",PROYECTOS Y CONSTRUCCIONES HP,2021-01-12,2021-01-14,505957.85,MXN
210,"Arrendamiento de maquinaria, otros equipos y herramientas",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",MANUEL FELIPE ORDOÑEZ BUENDIA,2021-02-04,2021-03-05,127117,MXN
211,"TRABAJOS TÉCNICO – JURÍDICOS PARA LA LIBERACIÓN DEL DERECHO DE VÍA TRAMO TEBEC - TULUM (TRAMOS 3, 4 Y 5) Y TRAMO 6 “EJIDOS DEL MUNICIPIO DE FELIPE CARRILLO PUERTO”, CENSO E INVENTARIO DE INVASIONES Y NEGOCIACIÓN DEL TRAMO (PALENQUE-CALKINÍ, EN LOS ESTADOS ",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,BYA BARRIENTOS Y ASOCIADOS SA DE CV,2021-01-25,2021-07-04,53770993.44,MXN
212,"Fertilizantes, pesticidas y otros agroquímicos",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",COMERCIALIZADORA YAAN YAAB SA DE CV,2021-02-10,2021-03-15,2256300,MXN
213,"ESTUDIO DE RESTITUCIÓN FOTOGRAMÉTRICA LIDAR DE LOS POLÍGONOS PARA LAS COMUNIDADES SUSTENTABLES DEL TREN MAYA EN TABASCO, YUCATÁN Y QUINTANA ROO",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2021-03-16,2021-05-14,6637024.65,MXN
214,"Servicio de diseño, arquitectura, ingeniería y actividades relacionadas",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CLORE SA DE CV,2021-02-25,2021-03-06,298500,MXN
215,RENTA DE CAMIONETA PARA TRASPORTACIÓN Y SUPERVISIÓN DE OBRA TREN MAYA,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CORPORATIVO MILENIO 3 SA DE CV,2021-03-01,2021-03-09,132500,MXN
216,"ANTEPROYECTO ARQUITECTÓNICO DEL PARADERO DEL TREN MAYA EN TIXKOKOB, YUCATÁN",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"PENICHE_DUARTE ARKHAM PROYECTS, S.C.P.",2021-05-17,2021-08-16,804000,MXN
217,ESTRATEGIA DE CONSOLIDACIÓN DE LAS “UNIDADES DE MANEJO DE VIDA SILVESTRE” VINCULADAS CON EL TREN MAYA,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,BIOCENOSIS AC ,2021-03-01,2021-07-30,766511.22,MXN
218,"ELABORACIÓN DEL PROYECTO EJECUTIVO, CONSTRUCCIÓN DE LA VÍA FÉRREA ELECTRIFICADA DEL TREN MAYA, INCLUIDA LA ADECUACIÓN DE LA PLATAFORMA CARRETERA EXISTENTE CORRESPONDIENTE AL TRAMO PLAYA DEL CARMEN NORTE A TULUM NORTE",Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,"DESARROLLO DEL SURESTE PLAYA DEL CARMEN TULUM, S.A. DE C.V.",2021-02-11,2027-12-31,15358287724.08,MXN
219,"SUPERVISIÓN INTEGRAL PARA LOS TRABAJOS DE REUBICACIÓN, RIEGO DE ÁRBOLES, CONSTRUCCIÓN Y MANEJO DE VIVERO DE LOS ÁRBOLES UBICADOS EN EL DDV DEL CAMELLÓN DE LA CARRETERA FEDERAL 307 CANCÚN-TULUM, EN EL ESTADO DE QUINTANA ROO",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,WANDA LEONARDA FLORES SALGADO,2021-04-01,2021-05-31,2954365.89,MXN
220,PRENDAS DE PROTECCIÓN Y OTROS INSUMOS PARA EL PROYECTO TREN MAYA,Licitación pública,"FONATUR Tren Maya, S.A. de C.V.",CONSORCIO EMAUS SA DE CV,2021-02-15,2021-04-29,5934450,MXN
221,"Arrendamiento de maquinaria, otros equipos y herramientas",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",ANESHA CONSTRUCCION INSTALACIONES Y MANTENIMIENTO SA DE CV,2021-04-19,2021-05-25,19275294,MXN
222,SUPERVISIÓN TÉCNICA Y VERIFICACIÓN DE CONTROL DE CALIDAD DE LOS TRABAJOS DE CONSTRUCCIÓN DE LA VÍA FÉRREA ELECTRIFICADA DEL TREN MAYA INCLUIDA LA ADECUACIÓN DE LA PLATAFORMA CARRETERA EXISTENTE CORRESPONDIENTE AL TRAMO PLAYA DEL CARMEN NORTE A TULUM NORTE,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,"TRIADA DISEÑO, GERENCIA Y CONSTRUCCIÓN, S. A. DE C. V.",2021-03-23,2023-10-08,186983280.2,MXN
223,PROPUESTA DE ACCESIBILIDAD Y MOVILIDAD SUSTENTABLE PARA LA INTEGRACIÓN URBANA DE LAS ESTACIONES Y PARADEROS DEL TREN MAYA-FASE l,Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,ITDP SC,2021-04-16,2021-10-12,10359999.55,MXN
224,EVALUACIÓN INDEPENDIENTE DE SEGURIDAD DEL TREN MAYA (CERTIFICACIÓN ISA),Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,SGS DE MEXICO SA DE CV,2021-02-02,2023-12-31,138952719,MXN
225,"Prestación de los servicios consistentes en la ejecución de la ingeniería y desarrollo de las actividades previas para las obras de electrificación y de conexión a la Red Nacional de Transmisión del Tramo 3b que va desde Mérida a Izamal, del Tramo 4",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,COMISION FEDERAL DE ELECTRICIDAD,2021-04-12,2021-12-31,178883533.6,MXN
226,"DOCUMENTO TÉCNICO UNIFICADO (DTU) DEL CAMBIO DE USO DE SUELO FORESTAL, MODALIDAD B-REGIONAL DEL TRAMO 5 CARIBE 2 TULUM-CANCÚN DEL PROYECTO TREN MAYA (TM), LOCALIZADO EN QUINTANA ROO, MÉXICO",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,INSTITUTO DE ECOLOGIA AC,2021-04-26,2021-08-30,30000000,MXN
227,"SERVICIO PARA LA VERIFICACIÓN Y VIGILANCIA DE LOS TRABAJOS TÉCNICO – JURÍDICOS PARA LA LIBERACIÓN DE DERECHO DE VÍA TRAMO TEBEC- TULUM (TRAMOS 3, 4 Y 5) Y TRAMO 6 “EJIDOS DEL MUNICIPIO DE FELIPE CARRILLO PUERTO”, CENSO E INVENTARIO DE INVASIONES Y NEGOCIAC",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,GAVIL INGENIERIA SA DE CV,2021-06-01,2021-11-27,4040842.56,MXN
228,"Arrendamiento de maquinaria, otros equipos y herramientas",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GRUPO MC EXPRESS SA DE CV,2021-06-10,2021-06-15,84799.12,MXN
229,Materiales complementarios,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GRUPO MC EXPRESS SA DE CV,2021-06-10,2021-06-15,112416,MXN
230,Refacciones y accesorios menores otros bienes muebles,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",DISTRIBUIDORA Y COMERCIALIZADORA PORTLUEV SA DE CV,2021-05-11,2021-05-25,5404187,MXN
231,DISEÑO DE ELEMENTOS DE ORIENTACIÓN Y ESTRATEGIA PARA LA EXPERIENCIA SATISFACTORIA DE LAS PERSONAS USUARIAS DE LAS ESTACIONES Y PARADEROS DEL TREN MAYA,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,MCKINSEY & COMPANY INC.MEXICO,2021-04-16,2021-06-29,21495109,MXN
232,"Fertilizantes, pesticidas y otros agroquímicos",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",COMERCIALIZADORA YAAN YAAB SA DE CV,2021-06-10,2021-06-15,299200,MXN
233,"CONSTRUCCIÓN DE DESVIACIÓN EN EL KILOMETRO NO. 307+650 DERIVADO DE SOCAVÓN EXISTENTE EN EL PUENTE DE LA CARRETERA FEDERAL MEX-307, EN ELMUNICIPIO DE SOLIDARIDAD, Q. ROO.",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2021-05-03,2021-07-30,3432187.94,MXN
234,Conservación y mantenimiento menor de inmuebles,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUYE EN TIERRA Y MAR SA DE CV,2021-06-10,2021-06-15,293832,MXN
235,"ELABORACIÓN DEL PROGRAMA PARCIAL DE DESARROLLO URBANO DEL ÁREA DE INFLUENCIA DEL TREN MAYA EN MAXCANÚ, YUCATÁN",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,GRUPO DE CONSULTORIA CORPORATIVA SC,2021-06-17,2021-11-30,1320346.33,MXN
236,Cemento y productos de concreto,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",ASFALTOS DEL CARIBE SA DE CV,2021-05-24,2021-06-22,730963,MXN
237,Fletes y maniobras,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCCIONES Y MEJORAS CARRETERAS LIAC NUEVA GENERACION S DE RL DE CV,2021-05-27,2021-06-05,197820,MXN
238,Cemento y productos de concreto,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GRUPO MC EXPRESS SA DE CV,2021-06-10,2021-06-15,49229,MXN
239,"ELABORACIÓN DEL PLAN PARCIAL DE DESARROLLO URBANO DEL ÁREA DE INFLUENCIA DEL TREN MAYA EN PALENQUE, CHIAPAS",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,CDUA CONSULTORIA EN DESARROLLO URBANO Y AMBIENTAL SC,2021-06-14,2021-11-30,1298845.34,MXN
240,"ANTEPROYECTO ARQUITECTÓNICO DE LOS PARADEROS DEL TREN MAYA EN TENABO, HECELCHAKÁN Y CALKINÍ, CAMPECHE",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,FASILITAS DEL MAYAB S DE RL DE CV,2021-06-16,2021-09-14,2399545.92,MXN
241,Conservación y mantenimiento menor de inmuebles,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",SEMEX SA DE CV,2021-06-21,2021-06-30,69160,MXN
242,"PROYECTO CONCEPTUAL ARQUITECTÓNICO DEL CONJUNTO HABITACIONAL CON COMERCIO EN MÉRIDA, YUCATÁN",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,JOSE ENRIQUE ROSADO RAMIREZ,2021-07-02,2021-08-30,802564,MXN
243,ESTUDIO DE CARACTERIZACIÓN AMBIENTAL DEL SITIO LA IMPREGNADORA EN EL MUNICIPIO DE ESCÁRCEGA ESTADO DE CAMPECHE.,Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,INSTITUTO TECNOLÓGICO DE CALKINÍ EN EL ESTADO DE CAMPECHE,2021-06-10,2021-11-08,7000000,MXN
244,"ESPACIOS PUBLICITARIOS EN RADIO A TRAVÉS DE RADIORAMA, S.A. DE C.V.",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,RADIORAMA SA DE CV,2021-03-20,2021-04-03,623189,MXN
245,"ESPACIOS PUBLICITARIOS EN RADIO A TRAVÉS DE RADIO AMÉRICA DE MÉXICO, S.A. DE C.V",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,RADIO AMERICA DE MEXICO SA DE CV,2021-03-19,2021-08-02,692160,MXN
246,ESPACIOS PUBLICITARIOS EN RADIO A TRAVÉS DE COMERCIALIZADORA CJR RADIO,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"COMERCIALIZADORA CJR RADIO, S.A. DE C.V.",2021-03-20,2021-04-03,424008,MXN
247,ELABORACIÓN DE DICTAMEN PERICIAL EN MATERIA DE IMPACTO SOCIO-AMBIENTAL,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,JULIO DAMIAN MARTINEZ BARREIRO,2021-05-14,2021-12-31,120000,MXN
248,ESPACIOS PUBLICITARIOS EN RADIO A TRAVÉS DE RED DE RADIOS COMUNITARIAS DE MÉXICO,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,RED DE RADIOS COMUNITARIAS DE MEXICO AC,2021-03-20,2021-04-03,86000,MXN
249,"ESPACIOS PUBLICITARIOS EN RADIO A TRAVÉS DE GRUPO ACIR NACIONAL, S.A. DE C.V.",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,GRUPO ACIR NACIONAL SA DE CV,2021-03-20,2021-04-03,408532.62,MXN
250,ESPACIOS PUBLICITARIOS EN RADIO A TRAVÉS DE ORGANIZACIÓN DE RADIOS COMUNITARIAS,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ORGANIZACION DE RADIOS COMUNITARIAS DE OCCIDENTE AC,2021-03-20,2021-04-03,86000,MXN
251,ELABORACIÓN DE DICTAMEN PERICIAL ENFOQUE CIENCIAS ECONÓMICAS,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ROSA ISELA FERNÁNDEZ XICOTENCATL,2021-06-01,2021-12-31,100000,MXN
252,"ESPACIOS PUBLICITARIOS EN RADIO A TRAVÉS DE TURQUESA ORGANIZACIÓN, S.A. DE C.V.",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"TURQUESA ORGANIZACIÓN, S.A. DE C.V.",2021-03-20,2021-04-03,294573,MXN
253,ESTUDIO PARA EL DESARROLLO DE UNA HERRAMIENTA DE APROXIMACIÓN,Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,ERREGEVE SOLUCIONES ESTRATEGICAS SC,2021-06-14,2021-09-06,1900000,MXN
254,ADQUISICIÓN DE MATERIAL RODANTE Y SISTEMAS FERROVIARIOS PARA EL TREN MAYA,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,ALSTOM TRANSPORT MEXICO SA DE CV,2021-06-09,2029-04-08,31520457949.24,MXN
255,ELABORACIÓN DE DICTAMEN PERICIAL EN MATERIA DE BIOLOGIA,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"ASESORÍAS ESPECIALIZADAS EN NEGOCIOS LUNA, S.A. DE C.V.",2021-06-02,2021-12-31,120000,MXN
256,"ELABORACIÓN DE DICTAMEN PERICIAL EN MATERIA DE IMPACTO SOCIO-AMBIENTAL, RELACIONADO CON LA MANIFESTACIÓN DE IMPACTO AMBIENTAL, MODALIDAD REGIONAL (MIA-R) ",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,LUIS ANTONIO BALAM TZEEK,2021-05-21,2021-12-31,86206.9,MXN
257,Conservación y mantenimiento menor de inmuebles,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",COMPAÑIA CONSTRUCTORA SA DE CV,2021-08-12,2021-08-31,326823,MXN
258,"Trabajos preliminares para la liberación del área en donde se construirá la estación ""El Triunfo"" consistente en la reubicación de la cancha de futbol rápido en el municipio de Balancán, Tabasco",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2021-08-09,2021-10-07,3145842.17,MXN
259,Servicio de aplicación y análisis de encuestas de opinión en la región del Tren Maya,Invitación a cuando menos tres personas,"FONATUR Tren Maya, S.A. de C.V.",ENKOLL SA DE CV,2021-07-07,2021-12-31,702000,MXN
